Trip_ID,Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Ratings (1–5 stars),Start_Date,End_Date,Avg_Cost_per_Traveler
2500,Delhi,Chandigarh,312,94.08,No,Car,Luxury,Non-Veg,15,2,203927.47,Rainy,Vacation,No,No,5,2024-01-20,2024-02-04,101963.73
2501,Varanasi,Rishikesh,806,96.76,No,Flight,Budget,Non-Veg,3,2,27259.98,Cloudy,Business,No,Yes,4,2025-02-04,2025-02-07,13629.99
2502,Surat,Ahmedabad,280,97.77,No,Car,Luxury,Veg,12,1,71825.55,Sunny,Weekend,No,No,5,2025-02-10,2025-02-22,71825.55
2503,Pune,Delhi,1499,106.82,No,Flight,Standard,Mixed,15,3,161983.65,Cloudy,Vacation,Yes,Yes,5,2024-05-17,2024-06-01,53994.55
2504,Chennai,Rishikesh,2350,103.56,Yes,Car,Standard,Veg,8,1,45305.83,Sunny,Vacation,Yes,No,2,2024-03-14,2024-03-22,45305.83
2505,Surat,Pune,397,95.41,No,Flight,Luxury,Veg,14,4,292096.98,Sunny,Weekend,No,Yes,3,2024-10-20,2024-11-03,73024.25
2506,Kolkata,Nagpur,1264,104.29,No,Bus,Standard,Veg,9,1,34018.25,Sunny,Weekend,No,Yes,5,2024-10-18,2024-10-27,34018.25
2507,Lucknow,Varanasi,308,95.52,No,Flight,Luxury,Non-Veg,6,2,123283.31,Cloudy,Weekend,No,Yes,3,2025-07-20,2025-07-26,61641.65
2508,Indore,Mumbai,659,111.47,No,Flight,Budget,Vegan,9,3,54766.07,Sunny,Vacation,Yes,Yes,5,2025-04-16,2025-04-25,18255.36
2509,Rishikesh,Delhi,231,97.66,No,Car,Luxury,Veg,14,5,342057.8,Sunny,Weekend,Yes,No,5,2025-02-21,2025-03-07,68411.56
2510,Bhopal,Bangalore,1437,109.31,No,Flight,Budget,Veg,4,3,52436.21,Cloudy,Weekend,No,No,1,2025-06-15,2025-06-19,17478.74
2511,Indore,Nagpur,476,108.29,No,Flight,Resort,Non-Veg,5,3,196406.18,Rainy,Vacation,No,No,5,2024-08-18,2024-08-23,65468.73
2512,Hyderabad,Kerala,974,110.19,No,Train,Standard,Vegan,6,2,44164.62,Rainy,Weekend,Yes,No,3,2024-09-20,2024-09-26,22082.31
2513,Jaipur,Rishikesh,536,109.39,No,Car,Standard,Veg,13,4,210726.27,Cloudy,Festival,No,No,4,2024-10-08,2024-10-21,52681.57
2514,Bangalore,Chennai,395,100.11,No,Flight,Budget,Mixed,15,5,117658.17,Cloudy,Weekend,No,Yes,3,2025-05-26,2025-06-10,23531.63
2515,Lucknow,Indore,935,97.36,No,Flight,Budget,Mixed,13,3,57838.05,Sunny,Vacation,Yes,Yes,5,2024-10-23,2024-11-05,19279.35
2516,Chandigarh,Mumbai,1896,93.22,No,Bus,Standard,Veg,7,3,81581.54,Cloudy,Weekend,No,No,3,2024-09-25,2024-10-02,27193.85
2517,Goa,Jaipur,1773,97.9,Yes,Car,Standard,Veg,12,2,80871.07,Rainy,Weekend,Yes,No,4,2025-03-17,2025-03-29,40435.53
2518,Chennai,Indore,1414,101.8,No,Bus,Budget,Veg,8,1,19636.93,Sunny,Weekend,No,No,2,2024-12-09,2024-12-17,19636.93
2519,Pune,Indore,617,105.09,No,Car,Standard,Mixed,10,4,98373.37,Sunny,Vacation,Yes,No,4,2025-06-27,2025-07-07,24593.34
2520,Ahmedabad,Mumbai,593,98.12,No,Car,Budget,Mixed,15,2,36412.08,Rainy,Business,Yes,No,4,2024-02-05,2024-02-20,18206.04
2521,Udaipur,Delhi,633,109.75,No,Car,Standard,Veg,8,4,115372.82,Sunny,Weekend,No,No,5,2024-05-11,2024-05-19,28843.21
2522,Indore,Jaipur,570,110.49,No,Train,Budget,Veg,9,3,47748.0,Sunny,Vacation,No,Yes,5,2025-05-21,2025-05-30,15916.0
2523,Mumbai,Kerala,1365,105.78,No,Flight,Standard,Non-Veg,13,4,214917.01,Sunny,Weekend,Yes,No,4,2024-02-17,2024-03-01,53729.25
2524,Pune,Indore,632,106.24,No,Train,Luxury,Non-Veg,4,4,91143.5,Cloudy,Vacation,No,Yes,4,2025-05-17,2025-05-21,22785.87
2525,Kolkata,Jaipur,1684,105.79,No,Train,Luxury,Veg,12,5,246452.9,Sunny,Business,Yes,Yes,3,2024-09-25,2024-10-07,49290.58
2526,Varanasi,Nagpur,847,96.5,No,Flight,Resort,Mixed,11,3,243152.05,Cloudy,Weekend,No,Yes,3,2024-09-04,2024-09-15,81050.68
2527,Varanasi,Goa,1773,98.14,No,Flight,Budget,Veg,3,4,83267.84,Cloudy,Business,No,No,5,2025-03-05,2025-03-08,20816.96
2528,Bangalore,Delhi,2194,103.05,No,Train,Budget,Mixed,9,4,67913.88,Sunny,Business,No,Yes,5,2025-03-06,2025-03-15,16978.47
2529,Agra,Hyderabad,1485,95.35,No,Train,Resort,Veg,9,3,253516.19,Sunny,Vacation,Yes,No,5,2024-05-29,2024-06-07,84505.4
2530,Kerala,Kolkata,2465,108.91,No,Train,Luxury,Non-Veg,15,4,318169.04,Rainy,Vacation,No,Yes,2,2024-10-07,2024-10-22,79542.26
2531,Lucknow,Ahmedabad,1084,97.34,No,Flight,Standard,Veg,15,1,67098.33,Sunny,Festival,No,Yes,5,2024-12-09,2024-12-24,67098.33
2532,Goa,Surat,831,97.16,No,Car,Standard,Veg,6,1,21579.18,Cloudy,Vacation,Yes,Yes,4,2025-04-30,2025-05-06,21579.18
2533,Nagpur,Delhi,1144,108.43,No,Train,Budget,Non-Veg,10,5,88155.8,Sunny,Weekend,Yes,Yes,2,2024-06-17,2024-06-27,17631.16
2534,Chandigarh,Mumbai,1677,96.79,No,Flight,Luxury,Non-Veg,15,2,259029.48,Cloudy,Business,Yes,Yes,3,2025-01-03,2025-01-18,129514.74
2535,Kerala,Surat,1382,107.93,No,Flight,Standard,Veg,15,1,54878.09,Rainy,Weekend,No,No,4,2024-04-06,2024-04-21,54878.09
2536,Nagpur,Bhopal,333,109.1,No,Car,Standard,Veg,2,2,16150.87,Sunny,Festival,Yes,No,2,2024-02-06,2024-02-08,8075.44
2537,Rishikesh,Pune,1757,96.95,No,Flight,Luxury,Mixed,11,3,200806.9,Cloudy,Weekend,No,No,3,2024-04-02,2024-04-13,66935.63
2538,Rishikesh,Goa,2210,95.18,No,Bus,Standard,Non-Veg,6,5,128711.44,Sunny,Weekend,No,Yes,5,2024-05-10,2024-05-16,25742.29
2539,Chandigarh,Kolkata,1960,94.48,No,Flight,Standard,Vegan,9,3,170215.91,Sunny,Business,Yes,Yes,3,2024-03-14,2024-03-23,56738.64
2540,Hyderabad,Rishikesh,1895,110.89,No,Flight,Standard,Non-Veg,15,3,206172.28,Cloudy,Weekend,Yes,No,4,2024-07-07,2024-07-22,68724.09
2541,Delhi,Rishikesh,206,93.7,No,Train,Budget,Veg,12,2,30488.37,Rainy,Vacation,Yes,No,5,2025-02-15,2025-02-27,15244.18
2542,Kolkata,Varanasi,884,105.75,No,Car,Luxury,Non-Veg,8,1,52715.77,Cloudy,Vacation,Yes,Yes,1,2024-08-04,2024-08-12,52715.77
2543,Jaipur,Pune,1166,111.52,No,Flight,Budget,Veg,2,1,14955.21,Cloudy,Business,No,No,2,2025-04-03,2025-04-05,14955.21
2544,Lucknow,Kerala,2358,98.12,No,Train,Budget,Vegan,13,5,115268.59,Cloudy,Vacation,No,Yes,2,2024-04-10,2024-04-23,23053.72
2545,Kerala,Bangalore,423,107.04,No,Train,Budget,Non-Veg,14,2,44763.26,Sunny,Weekend,Yes,No,5,2025-05-17,2025-05-31,22381.63
2546,Indore,Mumbai,637,110.12,No,Car,Budget,Mixed,8,2,27857.87,Sunny,Business,No,No,3,2024-02-19,2024-02-27,13928.93
2547,Nagpur,Kolkata,1187,104.29,No,Flight,Luxury,Non-Veg,10,5,315460.13,Sunny,Business,Yes,No,4,2024-10-22,2024-11-01,63092.03
2548,Goa,Chennai,900,97.4,No,Train,Standard,Non-Veg,6,3,51777.99,Cloudy,Business,Yes,No,3,2025-04-24,2025-04-30,17259.33
2549,Bhopal,Pune,818,111.97,No,Flight,Budget,Veg,9,5,99582.63,Cloudy,Vacation,No,Yes,5,2024-05-04,2024-05-13,19916.53
2550,Nagpur,Chennai,1245,109.73,No,Flight,Standard,Mixed,10,2,102429.65,Sunny,Festival,No,No,2,2024-10-12,2024-10-22,51214.82
2551,Bhopal,Mumbai,829,109.3,No,Car,Budget,Veg,3,5,26316.14,Rainy,Vacation,Yes,No,4,2024-03-05,2024-03-08,5263.23
2552,Bangalore,Hyderabad,639,103.59,No,Train,Standard,Non-Veg,10,2,55059.61,Cloudy,Vacation,Yes,Yes,5,2024-03-01,2024-03-11,27529.8
2553,Chennai,Delhi,2076,105.49,No,Car,Budget,Veg,12,3,49886.03,Sunny,Weekend,Yes,No,4,2024-12-25,2025-01-06,16628.68
2554,Pune,Nagpur,687,107.29,No,Train,Luxury,Veg,9,2,132757.62,Sunny,Vacation,No,Yes,5,2024-05-13,2024-05-22,66378.81
2555,Goa,Hyderabad,551,97.04,No,Car,Budget,Vegan,15,4,93785.79,Rainy,Business,Yes,No,3,2024-01-14,2024-01-29,23446.45
2556,Rishikesh,Indore,933,94.79,No,Flight,Standard,Veg,6,1,23786.26,Sunny,Vacation,No,No,5,2024-01-26,2024-02-01,23786.26
2557,Goa,Pune,450,95.13,No,Car,Luxury,Vegan,9,4,190082.53,Sunny,Vacation,No,Yes,2,2025-01-03,2025-01-12,47520.63
2558,Delhi,Lucknow,494,95.65,No,Train,Budget,Veg,13,5,82654.7,Sunny,Vacation,No,No,2,2024-02-25,2024-03-09,16530.94
2559,Bhopal,Indore,218,107.68,No,Bus,Standard,Veg,6,1,15784.54,Rainy,Vacation,No,No,3,2024-08-08,2024-08-14,15784.54
2560,Jaipur,Chennai,2107,107.13,No,Train,Standard,Non-Veg,11,2,54033.13,Sunny,Vacation,Yes,No,4,2024-06-13,2024-06-24,27016.56
2561,Udaipur,Ahmedabad,264,109.17,No,Car,Budget,Non-Veg,11,2,19917.81,Rainy,Vacation,Yes,Yes,5,2025-07-06,2025-07-17,9958.91
2562,Hyderabad,Indore,833,108.54,No,Flight,Budget,Non-Veg,15,2,50501.14,Rainy,Weekend,Yes,No,1,2025-04-04,2025-04-19,25250.57
2563,Nagpur,Indore,474,109.8,No,Flight,Luxury,Non-Veg,10,2,149644.32,Sunny,Festival,No,No,2,2025-03-08,2025-03-18,74822.16
2564,Surat,Kerala,1421,98.4,No,Flight,Luxury,Veg,4,3,128687.64,Rainy,Vacation,Yes,No,5,2024-09-02,2024-09-06,42895.88
2565,Jaipur,Kerala,2161,107.73,Yes,Train,Budget,Vegan,6,2,38415.24,Cloudy,Vacation,No,No,4,2025-01-04,2025-01-10,19207.62
2566,Bhopal,Pune,827,111.91,No,Flight,Budget,Veg,14,2,54210.12,Sunny,Vacation,No,No,3,2024-07-03,2024-07-17,27105.06
2567,Bangalore,Hyderabad,566,104.07,No,Train,Standard,Veg,8,1,21207.85,Sunny,Weekend,Yes,Yes,4,2024-07-24,2024-08-01,21207.85
2568,Lucknow,Jaipur,684,96.02,Yes,Train,Budget,Non-Veg,2,3,17995.53,Sunny,Vacation,Yes,No,2,2024-12-23,2024-12-25,5998.51
2569,Lucknow,Delhi,529,96.1,No,Train,Standard,Non-Veg,6,3,89851.0,Sunny,Vacation,No,Yes,4,2024-06-11,2024-06-17,29950.33
2570,Delhi,Bangalore,2120,93.17,No,Flight,Budget,Veg,13,1,32823.6,Cloudy,Weekend,No,No,4,2025-01-26,2025-02-08,32823.6
2571,Kolkata,Surat,2321,105.42,No,Train,Budget,Veg,5,4,46355.99,Cloudy,Vacation,Yes,Yes,2,2025-04-19,2025-04-24,11589.0
2572,Indore,Agra,748,111.89,Yes,Bus,Luxury,Non-Veg,3,4,110289.4,Sunny,Festival,No,No,3,2024-01-11,2024-01-14,27572.35
2573,Bangalore,Chennai,381,102.22,No,Bus,Luxury,Non-Veg,12,3,292579.95,Sunny,Vacation,No,Yes,4,2025-03-11,2025-03-23,97526.65
2574,Goa,Bangalore,605,96.49,No,Train,Budget,Mixed,8,1,13789.76,Cloudy,Business,Yes,No,3,2024-12-04,2024-12-12,13789.76
2575,Jaipur,Rishikesh,562,107.88,Yes,Bus,Standard,Non-Veg,9,2,64530.18,Cloudy,Vacation,No,Yes,4,2024-04-28,2024-05-07,32265.09
2576,Ahmedabad,Indore,473,95.19,No,Car,Luxury,Veg,13,2,184318.77,Sunny,Weekend,No,No,4,2024-08-28,2024-09-10,92159.39
2577,Kerala,Ahmedabad,1838,105.81,No,Flight,Luxury,Vegan,11,1,89714.78,Rainy,Weekend,No,No,3,2024-07-26,2024-08-06,89714.78
2578,Pune,Bangalore,905,108.84,No,Train,Luxury,Mixed,6,1,62821.24,Sunny,Business,No,No,3,2024-10-26,2024-11-01,62821.24
2579,Kolkata,Jaipur,1659,105.67,No,Flight,Standard,Veg,6,5,147067.67,Sunny,Weekend,No,No,5,2025-04-24,2025-04-30,29413.53
2580,Goa,Chennai,919,96.53,No,Train,Standard,Non-Veg,6,2,42825.13,Sunny,Business,Yes,No,2,2024-06-11,2024-06-17,21412.56
2581,Lucknow,Surat,1184,98.76,No,Train,Standard,Veg,4,4,59237.18,Sunny,Weekend,No,No,4,2025-02-01,2025-02-05,14809.29
2582,Varanasi,Hyderabad,1278,97.36,No,Flight,Standard,Non-Veg,15,1,77329.61,Cloudy,Vacation,No,Yes,4,2024-06-29,2024-07-14,77329.61
2583,Chandigarh,Delhi,320,94.27,No,Car,Standard,Vegan,9,2,87764.37,Rainy,Business,No,No,5,2024-07-23,2024-08-01,43882.18
2584,Jaipur,Goa,1681,111.54,No,Train,Budget,Veg,3,3,32341.48,Sunny,Business,No,Yes,5,2024-10-02,2024-10-05,10780.49
2585,Kerala,Kolkata,2160,106.29,No,Train,Budget,Veg,5,2,17145.3,Sunny,Vacation,Yes,No,5,2025-03-17,2025-03-22,8572.65
2586,Goa,Agra,1737,97.07,Yes,Flight,Luxury,Veg,9,1,116565.99,Cloudy,Vacation,No,No,2,2024-10-01,2024-10-10,116565.99
2587,Chandigarh,Udaipur,941,94.75,No,Flight,Standard,Non-Veg,13,1,49607.82,Cloudy,Weekend,No,No,5,2025-08-28,2025-09-10,49607.82
2588,Jaipur,Chennai,1888,108.43,No,Train,Budget,Non-Veg,10,1,21713.85,Sunny,Weekend,No,No,1,2025-04-13,2025-04-23,21713.85
2589,Surat,Chandigarh,1409,95.97,No,Train,Standard,Non-Veg,2,3,23236.66,Sunny,Vacation,Yes,Yes,3,2024-04-23,2024-04-25,7745.55
2590,Rishikesh,Chennai,2116,94.63,No,Car,Standard,Veg,5,1,29928.81,Cloudy,Weekend,No,No,1,2024-07-20,2024-07-25,29928.81
2591,Surat,Bangalore,1206,95.33,No,Flight,Budget,Vegan,5,3,58488.22,Cloudy,Business,Yes,No,3,2025-05-01,2025-05-06,19496.07
2592,Bangalore,Kerala,431,103.74,Yes,Train,Budget,Vegan,4,4,28552.87,Sunny,Festival,No,No,4,2024-01-09,2024-01-13,7138.22
2593,Varanasi,Indore,955,97.03,No,Train,Resort,Non-Veg,5,1,29183.39,Cloudy,Weekend,Yes,Yes,3,2024-05-19,2024-05-24,29183.39
2594,Kolkata,Rishikesh,1570,106.24,Yes,Flight,Budget,Non-Veg,4,5,108887.62,Rainy,Festival,Yes,Yes,3,2025-04-30,2025-05-04,21777.52
2595,Bhopal,Rishikesh,898,110.42,No,Flight,Standard,Non-Veg,11,5,181559.91,Cloudy,Vacation,No,Yes,3,2024-12-18,2024-12-29,36311.98
2596,Jaipur,Agra,288,109.83,Yes,Bus,Budget,Non-Veg,4,5,26415.51,Sunny,Vacation,No,Yes,3,2024-02-10,2024-02-14,5283.1
2597,Nagpur,Hyderabad,518,105.76,No,Train,Budget,Veg,2,1,4520.62,Cloudy,Vacation,No,Yes,5,2025-05-09,2025-05-11,4520.62
2598,Kerala,Rishikesh,2559,108.83,No,Flight,Standard,Veg,7,1,52294.2,Sunny,Weekend,No,Yes,3,2024-12-12,2024-12-19,52294.2
2599,Udaipur,Chandigarh,891,108.68,No,Flight,Luxury,Vegan,4,4,112634.34,Sunny,Vacation,No,No,3,2024-04-23,2024-04-27,28158.59
2600,Chandigarh,Kerala,3035,95.06,Yes,Train,Budget,Non-Veg,5,1,18395.49,Cloudy,Weekend,No,Yes,4,2024-01-23,2024-01-28,18395.49
2601,Kolkata,Rishikesh,1417,105.18,No,Flight,Budget,Veg,11,1,29651.56,Sunny,Vacation,No,Yes,5,2024-07-29,2024-08-09,29651.56
2602,Kolkata,Chennai,1737,106.58,No,Train,Resort,Veg,9,2,213367.14,Rainy,Vacation,Yes,No,2,2024-01-27,2024-02-05,106683.57
2603,Agra,Nagpur,762,98.31,No,Car,Luxury,Mixed,2,2,34112.82,Cloudy,Weekend,No,No,3,2024-09-01,2024-09-03,17056.41
2604,Varanasi,Chandigarh,1057,98.03,No,Train,Budget,Non-Veg,14,2,24783.04,Sunny,Weekend,Yes,Yes,3,2024-03-16,2024-03-30,12391.52
2605,Delhi,Bhopal,765,96.38,No,Car,Standard,Mixed,13,1,31759.27,Sunny,Weekend,No,Yes,3,2024-03-16,2024-03-29,31759.27
2606,Bhopal,Nagpur,364,110.25,No,Bus,Standard,Veg,13,4,140579.07,Rainy,Vacation,No,No,2,2024-10-04,2024-10-17,35144.77
2607,Goa,Bhopal,1129,96.29,No,Car,Budget,Non-Veg,9,3,37111.11,Sunny,Vacation,No,No,4,2024-04-07,2024-04-16,12370.37
2608,Lucknow,Agra,427,98.84,No,Train,Standard,Veg,4,1,10257.41,Rainy,Weekend,No,Yes,2,2025-08-16,2025-08-20,10257.41
2609,Bhopal,Lucknow,710,110.88,No,Train,Standard,Veg,10,1,26295.01,Sunny,Weekend,No,No,3,2024-03-18,2024-03-28,26295.01
2610,Ahmedabad,Varanasi,1281,98.84,Yes,Flight,Luxury,Mixed,8,1,80799.9,Cloudy,Vacation,No,Yes,3,2024-12-17,2024-12-25,80799.9
2611,Kolkata,Varanasi,747,104.81,No,Train,Standard,Mixed,11,3,116596.76,Cloudy,Weekend,No,No,5,2024-02-10,2024-02-21,38865.59
2612,Jaipur,Lucknow,644,108.57,No,Train,Budget,Veg,14,3,45176.27,Cloudy,Weekend,Yes,Yes,4,2024-03-16,2024-03-30,15058.76
2613,Ahmedabad,Agra,881,96.67,Yes,Flight,Standard,Veg,3,2,37337.54,Rainy,Weekend,No,Yes,4,2024-12-09,2024-12-12,18668.77
2614,Chennai,Goa,872,101.07,No,Train,Standard,Veg,4,3,39702.78,Sunny,Weekend,No,No,4,2024-06-11,2024-06-15,13234.26
2615,Bangalore,Ahmedabad,1555,103.96,No,Train,Budget,Veg,14,3,59516.44,Sunny,Weekend,No,No,3,2024-01-11,2024-01-25,19838.81
2616,Chennai,Surat,1257,105.27,No,Flight,Budget,Non-Veg,13,3,86783.94,Sunny,Vacation,No,No,5,2025-04-19,2025-05-02,28927.98
2617,Chennai,Lucknow,1796,103.49,No,Flight,Budget,Veg,3,3,67191.92,Cloudy,Business,No,No,3,2025-04-17,2025-04-20,22397.31
2618,Rishikesh,Indore,1207,97.33,No,Flight,Budget,Veg,6,3,66309.76,Sunny,Business,No,Yes,4,2024-04-11,2024-04-17,22103.25
2619,Kerala,Nagpur,1598,105.91,No,Train,Standard,Veg,3,4,41458.17,Sunny,Weekend,No,Yes,3,2024-03-08,2024-03-11,10364.54
2620,Agra,Kerala,2432,97.37,Yes,Flight,Budget,Veg,9,1,36830.42,Sunny,Weekend,Yes,No,3,2024-01-05,2024-01-14,36830.42
2621,Jaipur,Goa,1501,107.09,No,Car,Budget,Non-Veg,9,1,20861.03,Sunny,Weekend,Yes,No,3,2024-09-08,2024-09-17,20861.03
2622,Chennai,Chandigarh,2148,101.42,No,Flight,Budget,Veg,3,1,19909.43,Cloudy,Vacation,No,Yes,5,2024-04-11,2024-04-14,19909.43
2623,Kerala,Agra,2177,105.33,No,Car,Standard,Veg,3,2,37713.4,Sunny,Vacation,No,No,3,2024-04-18,2024-04-21,18856.7
2624,Surat,Mumbai,276,98.45,No,Bus,Budget,Non-Veg,13,2,29739.37,Sunny,Weekend,Yes,No,4,2025-05-07,2025-05-20,14869.68
2625,Lucknow,Bangalore,1943,96.91,No,Flight,Standard,Non-Veg,6,1,31091.16,Sunny,Weekend,Yes,No,5,2025-01-01,2025-01-07,31091.16
2626,Chandigarh,Udaipur,918,94.71,No,Flight,Luxury,Veg,10,5,351393.31,Sunny,Vacation,No,No,3,2025-03-27,2025-04-06,70278.66
2627,Chennai,Goa,841,104.28,No,Flight,Budget,Non-Veg,9,2,41525.73,Sunny,Vacation,No,Yes,5,2024-06-11,2024-06-20,20762.87
2628,Udaipur,Indore,372,111.52,No,Train,Budget,Non-Veg,8,4,48245.42,Sunny,Vacation,No,Yes,5,2024-01-21,2024-01-29,12061.35
2629,Indore,Nagpur,490,108.88,No,Train,Luxury,Veg,5,2,67893.26,Sunny,Vacation,No,No,5,2024-04-14,2024-04-19,33946.63
2630,Chennai,Lucknow,1961,101.98,No,Flight,Standard,Non-Veg,2,2,45104.94,Sunny,Vacation,No,Yes,3,2024-10-07,2024-10-09,22552.47
2631,Bangalore,Rishikesh,2300,104.37,Yes,Flight,Standard,Mixed,7,5,233475.18,Sunny,Vacation,No,Yes,4,2024-05-27,2024-06-03,46695.04
2632,Mumbai,Surat,273,106.63,No,Car,Standard,Veg,15,2,89229.43,Sunny,Weekend,No,Yes,3,2024-11-25,2024-12-10,44614.72
2633,Ahmedabad,Mumbai,617,98.91,No,Flight,Standard,Non-Veg,3,5,80044.76,Sunny,Weekend,Yes,No,3,2024-08-11,2024-08-14,16008.95
2634,Kerala,Varanasi,2049,106.52,Yes,Train,Budget,Mixed,5,2,39136.32,Sunny,Vacation,No,Yes,3,2024-10-13,2024-10-18,19568.16
2635,Hyderabad,Rishikesh,1737,107.92,No,Flight,Standard,Mixed,3,1,26284.97,Rainy,Weekend,No,No,1,2024-11-18,2024-11-21,26284.97
2636,Lucknow,Ahmedabad,1225,96.33,No,Flight,Budget,Mixed,3,2,26796.78,Sunny,Weekend,Yes,No,5,2024-11-16,2024-11-19,13398.39
2637,Agra,Chandigarh,452,98.48,No,Flight,Budget,Non-Veg,2,1,7299.49,Cloudy,Business,No,Yes,1,2025-05-28,2025-05-30,7299.49
2638,Chandigarh,Ahmedabad,1381,96.25,No,Flight,Budget,Veg,3,4,74347.65,Cloudy,Vacation,Yes,No,5,2024-11-07,2024-11-10,18586.91
2639,Varanasi,Ahmedabad,1374,97.7,No,Flight,Resort,Non-Veg,15,3,294788.62,Sunny,Vacation,No,No,4,2025-08-30,2025-09-14,98262.87
2640,Ahmedabad,Hyderabad,1155,97.98,No,Flight,Budget,Veg,5,1,19792.06,Rainy,Weekend,No,No,2,2025-06-12,2025-06-17,19792.06
2641,Jaipur,Delhi,322,110.44,No,Train,Standard,Non-Veg,11,1,34798.24,Sunny,Weekend,Yes,No,3,2024-12-28,2025-01-08,34798.24
2642,Hyderabad,Delhi,1744,107.27,No,Train,Budget,Non-Veg,9,1,24063.93,Sunny,Vacation,No,No,5,2025-06-05,2025-06-14,24063.93
2643,Indore,Varanasi,1044,111.48,No,Flight,Standard,Non-Veg,11,1,36847.09,Sunny,Weekend,No,No,3,2025-05-26,2025-06-06,36847.09
2644,Jaipur,Nagpur,784,111.72,No,Flight,Luxury,Veg,14,2,150502.15,Sunny,Weekend,Yes,No,4,2025-05-11,2025-05-25,75251.07
2645,Bangalore,Delhi,1989,105.0,No,Flight,Budget,Veg,12,1,31993.71,Cloudy,Business,Yes,Yes,4,2025-07-30,2025-08-11,31993.71
2646,Chennai,Varanasi,1806,105.35,No,Flight,Budget,Veg,6,1,19044.88,Cloudy,Festival,Yes,Yes,1,2024-04-22,2024-04-28,19044.88
2647,Udaipur,Pune,712,110.89,No,Car,Luxury,Veg,8,4,138996.31,Cloudy,Weekend,Yes,No,3,2024-12-29,2025-01-06,34749.08
2648,Nagpur,Jaipur,849,107.56,No,Bus,Standard,Vegan,4,1,23461.24,Cloudy,Weekend,No,No,2,2025-05-23,2025-05-27,23461.24
2649,Bangalore,Kerala,517,101.55,No,Car,Standard,Mixed,2,1,10252.32,Sunny,Vacation,No,Yes,5,2024-11-24,2024-11-26,10252.32
2650,Nagpur,Agra,912,109.67,Yes,Flight,Resort,Non-Veg,6,2,210994.52,Sunny,Weekend,No,No,5,2024-01-15,2024-01-21,105497.26
2651,Bhopal,Varanasi,779,108.47,No,Flight,Budget,Veg,6,1,20410.17,Sunny,Vacation,No,Yes,5,2024-04-25,2024-05-01,20410.17
2652,Hyderabad,Udaipur,1102,111.39,Yes,Train,Budget,Veg,15,1,29917.11,Cloudy,Weekend,No,Yes,4,2025-01-11,2025-01-26,29917.11
2653,Bangalore,Jaipur,1951,101.16,No,Train,Standard,Veg,8,5,131058.48,Cloudy,Weekend,Yes,No,4,2025-07-04,2025-07-12,26211.7
2654,Surat,Chandigarh,1350,98.48,No,Flight,Resort,Veg,6,1,68202.12,Cloudy,Weekend,No,Yes,1,2025-03-17,2025-03-23,68202.12
2655,Bhopal,Surat,670,110.54,No,Car,Budget,Vegan,10,3,34905.56,Cloudy,Vacation,No,Yes,4,2024-05-23,2024-06-02,11635.19
2656,Kolkata,Nagpur,1157,107.86,No,Train,Budget,Veg,11,3,60129.64,Cloudy,Vacation,No,Yes,3,2024-09-22,2024-10-03,20043.21
2657,Rishikesh,Pune,1694,97.21,No,Flight,Luxury,Vegan,7,3,156855.48,Rainy,Vacation,No,No,5,2025-01-07,2025-01-14,52285.16
2658,Bangalore,Goa,500,103.99,No,Car,Standard,Mixed,13,3,111459.0,Cloudy,Business,No,Yes,4,2025-06-14,2025-06-27,37153.0
2659,Pune,Nagpur,815,105.22,No,Flight,Budget,Non-Veg,3,1,12804.74,Sunny,Vacation,Yes,No,4,2024-01-04,2024-01-07,12804.74
2660,Lucknow,Rishikesh,545,97.71,No,Train,Budget,Veg,13,5,95125.87,Sunny,Festival,Yes,No,5,2024-11-20,2024-12-03,19025.17
2661,Bhopal,Udaipur,493,107.29,Yes,Flight,Budget,Non-Veg,7,4,93441.33,Rainy,Vacation,No,No,4,2025-01-08,2025-01-15,23360.33
2662,Hyderabad,Bhopal,939,108.17,No,Train,Budget,Mixed,5,1,7426.37,Sunny,Weekend,No,No,5,2024-02-18,2024-02-23,7426.37
2663,Surat,Pune,382,96.77,No,Flight,Standard,Veg,2,4,44600.51,Sunny,Weekend,No,No,4,2024-08-24,2024-08-26,11150.13
2664,Bangalore,Bhopal,1354,103.24,No,Bus,Resort,Non-Veg,10,1,131185.44,Sunny,Vacation,No,Yes,3,2024-04-29,2024-05-09,131185.44
2665,Chennai,Pune,1205,104.7,No,Train,Budget,Veg,5,2,21698.92,Rainy,Festival,No,No,3,2025-08-05,2025-08-10,10849.46
2666,Kerala,Chandigarh,2737,106.07,No,Train,Luxury,Mixed,5,3,106920.09,Sunny,Vacation,No,No,3,2024-10-14,2024-10-19,35640.03
2667,Chandigarh,Goa,2072,93.49,No,Car,Luxury,Non-Veg,15,2,215233.1,Sunny,Weekend,Yes,No,3,2024-03-01,2024-03-16,107616.55
2668,Indore,Chandigarh,1182,109.52,No,Train,Standard,Non-Veg,5,1,15068.48,Cloudy,Weekend,Yes,No,2,2025-06-04,2025-06-09,15068.48
